-1.614609919488430023e-02,-8.561146259307861328e-02,-8.898886293172836304e-02,-7.785773277282714844e-02
1.670885458588600159e-02,8.663673698902130127e-02,8.961512148380279541e-02,7.864518463611602783e-02
-1.641442440450191498e-02,-8.622667938470840454e-02,-8.924560993909835815e-02,-7.831571251153945923e-02
1.572748459875583649e-02,8.542079478502273560e-02,8.893089741468429565e-02,7.766097784042358398e-02
1.626395992934703827e-02,8.585860580205917358e-02,8.919776976108551025e-02,7.803545147180557251e-02
1.565350219607353210e-02,8.528611063957214355e-02,8.898886293172836304e-02,7.758734375238418579e-02
1.670427061617374420e-02,8.659109473228454590e-02,8.974799513816833496e-02,7.866595685482025146e-02
-1.640168577432632446e-02,-8.580215275287628174e-02,-8.935213088989257812e-02,-7.821370661258697510e-02
1.531425584107637405e-02,8.469892293214797974e-02,8.842439949512481689e-02,7.716457545757293701e-02
-1.501633413136005402e-02,-8.427459001541137695e-02,-8.813710510730743408e-02,-7.674686610698699951e-02
1.609976217150688171e-02,8.579768985509872437e-02,8.906668424606323242e-02,7.799773663282394409e-02
-1.403906196355819702e-02,-8.338759839534759521e-02,-8.759188652038574219e-02,-7.583156228065490723e-02
-1.645554415881633759e-02,-8.621177077293395996e-02,-8.926802873611450195e-02,-7.811763882637023926e-02
1.492987945675849915e-02,8.449529111385345459e-02,8.814577013254165649e-02,7.680214196443557739e-02
-1.622455008327960968e-02,-8.590348064899444580e-02,-8.908005803823471069e-02,-7.818641513586044312e-02
-1.584461331367492676e-02,-8.545184135437011719e-02,-8.898574113845825195e-02,-7.766168564558029175e-02
1.584306359291076660e-02,8.526175469160079956e-02,8.884961158037185669e-02,7.748427242040634155e-02
1.630691438913345337e-02,8.593785017728805542e-02,8.920574188232421875e-02,7.810988277196884155e-02
-1.650290191173553467e-02,-8.613516390323638916e-02,-8.933939784765243530e-02,-7.834535092115402222e-02
-1.463564112782478333e-02,-8.413217961788177490e-02,-8.803848177194595337e-02,-7.646212726831436157e-02
-1.665183342993259430e-02,-8.669202029705047607e-02,-8.985687047243118286e-02,-7.874162495136260986e-02
1.639743335545063019e-02,8.618194609880447388e-02,8.944172412157058716e-02,7.851441204547882080e-02
1.668215170502662659e-02,8.655202388763427734e-02,8.961576968431472778e-02,7.856817543506622314e-02
1.362663414329290390e-02,8.324954658746719360e-02,8.736079931259155273e-02,7.561034709215164185e-02
-1.667787507176399231e-02,-8.648324012756347656e-02,-8.966543525457382202e-02,-7.859753817319869995e-02
1.640920154750347137e-02,8.617839217185974121e-02,8.940073102712631226e-02,7.835242152214050293e-02
1.657836697995662689e-02,8.632399141788482666e-02,8.944549411535263062e-02,7.855010777711868286e-02
-1.665793918073177338e-02,-8.649647235870361328e-02,-8.955191075801849365e-02,-7.843877375125885010e-02
-1.613541692495346069e-02,-8.582807332277297974e-02,-8.928632736206054688e-02,-7.784833759069442749e-02
-1.632083766162395477e-02,-8.594895154237747192e-02,-8.917745947837829590e-02,-7.808259129524230957e-02
1.574297621846199036e-02,8.510848134756088257e-02,8.866605907678604126e-02,7.741609960794448853e-02
1.656526699662208557e-02,8.653158694505691528e-02,8.958059549331665039e-02,7.853537797927856445e-02
